SMIRKS,Temp,First label,Second label
"CC1(CCCOCC2=CC=CC=C2)[CH:10]C(C3CC(CCCC(CCOCOC)C)CC3)CCC1.CCCC[Sn:21](CCCC)([H:20])CCCC>>CC4(CCCOCC5=CC=CC=C5)[CH:10]([H:20])C(C6CC(CCCC(CCOCOC)C)CC6)CCC4.CCCC[Sn:21](CCCC)CCCC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](C1=CC=CC=C1)OC(C)(C)C.CC(C)(C)OC(C1=CC=CC=C1)O[O:10]>>[H:20][O:10]OC(C1=CC=CC=C1)OC(C)(C)C.CC(C)(C)O[CH:21]C1=CC=CC=C1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC(C)(C)O[CH:10]C1=CC=CC=C1.[O:20][O]>>CC(C)(C)O[CH:10](C1=CC=CC=C1)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H][C:20]1=[CH:21]C=CC=C1.C2=CC=C[C:10]=C2>>[H][C:20]3([C:10]4=CC=CC=C4)[CH:21]C=CC=C3 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"[H][C:20]1=[CH:21][CH:22]=[CH:23]C=C1.C2=CC=C[C:10]=C2>>[H][C:20]3([C:10]4=CC=CC=C4)[CH:21]=[CH:22][CH:23]C=C3 10-10,20;20,21-10,20;20,21-21,22;22,23-21,22;22,23-23",Room Temperature,Propagation,addition
"[H:1][C:2]([H:3])([H:4])[N:5]=[N:6][C:7]([H:8])([H:9])[H:10]>>[H:1][C:2]([H:3])([H:4])[N:5]=[N:6].[C:7]([H:8])([H:9])[H:10] 6,7-6;6,7-7",Room Temperature,Initiation,homolyze
"[H:3][C:2]([H:4])([CH3:1])[N:5]=[N:6][C:7]([H:9])([H:10])[CH3:8].[Ar]>>[Ar].[H:3][C:2]([H:4])[CH3:1].[H:9][C:7]([H:10])[CH3:8].[N:5]#[N:6] 6,7-7;6,7-6,5;2,5-6,5;2,5-2",Heat,Initiation,homolyze
"[N:1]=[N:2][C:3]([H])([H])C>>C[C:3]([H])[H].[N:2]=[N:1] 2,3-2;2,3-3",Room Temperature,Initiation,homolyze
"[H:3][C:2]([CH3:1])([CH3:4])[N:5]=[N:6][C:7]([H:9])([CH3:8])[CH3:10].[Ar]>>[Ar].[H:3][C:2]([CH3:1])[CH3:4].[H:9][C:7]([CH3:8])[CH3:10].[N:5]#[N:6] 6,7-7;6,7-5,6;2,5-6,5;2,5-2",Heat,Initiation,homolyze
"CC(C)/N=[N:1]/[C:2]([H])([CH3])C.[Ar]>>[Ar].[N:1]=NC(C)C.C[C:2]([H])[CH3] 1,2-1;1,2-2",Heat,Initiation,homolyze
"[N:1]=[N:2][C:3]([H])([H])CC>>CC[C:3]([H])[H].[N:2]=[N:1] 2,3-3;2,3-2",Room Temperature,Initiation,homolyze
"CC(C)(C)/N=[N:1]/[C:2]([CH3])([CH3])C.[Ar]>>[Ar].[N:1]=NC(C)(C)C.C[C:2]([CH3])[CH3] 1,2-1;1,2-2",Heat,Initiation,homolyze
"[CH3].[CH3:21][N:20]=[N:10]>>[CH3].[CH3:21].[N:20]#[N:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,retroaddition
"[H:20][C:21](C)(CCCO[O:10])C=C>>[H:20][O:10]OCCC[C:21](C)C=C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](C)(CCCO[O:10])C=O>>[H:20][O:10]OCCC[C:21](C)C=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](C)(CCCO[O:10])O>>[H:20][O:10]OCCC[C:21](C)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](C)(CCCO[O:10])OC>>[H:20][O:10]OCCC[C:21](C)OC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[CH2:21]=[CH:20]CCC1=[C:10]C=CC=[CH]1>>[CH2:21][CH:20]1CCC2=[C:10]1C=CC=[CH]2 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"[CH:1]=[C:2]/[CH:3]=[CH:4]\[C:5]#[CH:6].[Ar]>>[Ar].[CH:1]1=[CH:6][C:5]=[CH:4][CH:3]=[C:2]1 1-1,6;5,6-1,6;5,6-5",Heat,Propagation,addition
"[H:20][CH:21](/C=C\CCCCC)/C=C\CCCCCCCC(=O)OCC.[O:10][O]>>[H:20][O:10][O].CCCCC/C=C\[CH:21]/C=C\CCCCCCCC(=O)OCC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:6]=[CH:7][CH:8][CH:9]=[CH:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][C:18](=[O:22])[O:19][CH2:20][CH3:21].[OH:23][O:24]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:6][CH:7]=[CH:8][CH:9]=[CH:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][C:18](=[O:22])[O:19][CH2:20][CH3:21].[OH:23][O:24] 8-8,7;6,7-7,8;6,7-6",Room Temperature,Propagation,resonance
"[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:6]=[CH:7][CH:8][CH:9]=[CH:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][C:18](=[O:22])[O:19][CH2:20][CH3:21].[O:23][O:24]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:6]([CH:7]=[CH:8][CH:9]=[CH:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][C:18](=[O:22])[O:19][CH2:20][CH3:21])[O:23][O:24] 8-8,7;6,7-7,8;6,7-6,24;24-24,6",Room Temperature,Termination,recombine
"[H:8][C:7]1=[C:9]([C:11](=[CH:14][C:5](=[CH:6]1)[CH:4]=[CH:3][C:2](=[O:15])[O-:1])[O:12][CH3:13])[O:10]>>[H:8][C:7]1[CH:6]=[C:5]([CH:14]=[C:11]([C:9]1=[O:10])[O:12][CH3:13])[CH:4]=[CH:3][C:2](=[O:15])[O-:1] 10-9,10; 7,9-9,10; 7,9-7",Room Temperature,Propagation,resonance
"[H:8][C:7]1[CH:6]=[C:5]([CH:14]=[C:11]([C:9]1=[O:10])[O:12][CH3:13])[CH:4]=[CH:3][C:2](=[O:15])[O-:1]>>[H:8][C:7]1=[C:9]([C:11](=[CH:14][C:5](=[CH:6]1)[CH:4]=[CH:3][C:2](=[O:15])[O-:1])[O:12][CH3:13])[O:10] 7-7,9; 9,10-7,9; 9,10-10",Room Temperature,Propagation,resonance
"[H:8][C:7]1[CH:6]=[C:5]([CH:13]=[C:10]([C:9]1=[O:14])[O:11][CH3:12])[CH:4]=[CH:3][C:2](=[O:15])[O-:1]>>[H:8][C:7]1=[CH:6][C:5]([CH:13]=[C:10]([C:9]1=[O:14])[O:11][CH3:12])[CH:4]=[CH:3][C:2](=[O:15])[O-:1] 7-6,7; 5,6-6,7; 5,6-5",Room Temperature,Propagation,resonance
"[H:8][C:7]1=[CH:6][C:5]([CH:13]=[C:10]([C:9]1=[O:14])[O:11][CH3:12])[CH:4]=[CH:3][C:2](=[O:15])[O-:1]>>[H:8][C:7]1[CH:6]=[C:5]([CH:13]=[C:10]([C:9]1=[O:14])[O:11][CH3:12])[CH:4]=[CH:3][C:2](=[O:15])[O-:1] 5-5,6; 6,7-5,6; 6,7-7",Room Temperature,Propagation,resonance
"[H:4][C:3](=[CH:5][C:6]1[CH:7]=[CH:8][C:9](=[O:14])[C:10](=[CH:13]1)[O:11][CH3:12])[C:2](=[O:15])[O-:1]>>[H:4][C:3]([CH:5]=[C:6]1[CH:7]=[CH:8][C:9](=[O:14])[C:10](=[CH:13]1)[O:11][CH3:12])[C:2](=[O:15])[O-:1] 6-5,6; 3,5-5,6; 3,5-3",Room Temperature,Propagation,resonance
"[H:4][C:3]([CH:5]=[C:6]1[CH:7]=[CH:8][C:9](=[O:14])[C:10](=[CH:13]1)[O:11][CH3:12])[C:2](=[O:15])[O-:1]>>[H:4][C:3](=[CH:5][C:6]1[CH:7]=[CH:8][C:9](=[O:14])[C:10](=[CH:13]1)[O:11][CH3:12])[C:2](=[O:15])[O-:1] 3-3,5; 5,6-3,5; 5,6-6",Room Temperature,Propagation,resonance
"[H:4][C:3]([CH:5]=[C:6]1[CH:7]=[CH:8][C:9](=[O:14])[C:10](=[CH:13]1)[O:11][CH3:12])[C:2](=[O:15])[O-:1]>>[H:4][C:3](=[C:2]([O-:1])[O:15])[CH:5]=[C:6]1[CH:7]=[CH:8][C:9](=[O:14])[C:10](=[CH:13]1)[O:11][CH3:12] 3-2,3; 2,15-2,3; 2,15-15",Room Temperature,Propagation,resonance
"[H:4][C:3](=[C:2]([O-:1])[O:15])[CH:5]=[C:6]1[CH:7]=[CH:8][C:9](=[O:14])[C:10](=[CH:13]1)[O:11][CH3:12]>>[H:4][C:3]([CH:5]=[C:6]1[CH:7]=[CH:8][C:9](=[O:14])[C:10](=[CH:13]1)[O:11][CH3:12])[C:2](=[O:15])[O-:1] 15-2,15; 2,3-2,15; 2,3-3",Room Temperature,Propagation,resonance
"CC(C)(C)C([O:10][O:20]C(C(C)(C)C)=O)=O>>CC(C)(C)C([O:10])=O.[O:20]C(C(C)(C)C)=O 10,20-10;10,20-20",Room Temperature,Initiation,homolyze
"C1CC(=O)[N:20](C1=O)[Br:21].[He]>>[He].C1CC(=O)[N:20]C1=O.[Br:21] 20,21-20;20,21-21",Light,Initiation,homolyze
"O=C([N:10]1)CCC1=O.C[CH:21]=[CH2:20]>>O=C([N:10]2[CH2:20][CH:21]C)CCC2=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"O=C(C1=C2C=CC=C1)[N:1]([Br:2])C2=O.[He]>>[He].O=C(C3=C4C=CC=C3)[N:1]C4=O.[Br:2] 1,2-1;1,2-2",Light,Initiation,homolyze
"CCCC[CH:21]=[CH2:20].C1=CC2=C(C=C1)C(=O)[N:10]C2=O>>CCCC[CH:21][CH2:20][N:10]1C(=O)C2=C(C1=O)C=CC=C2 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"O=C(C1=C2C=CC=C1)N(C[CH:10]CCCC)C2=O.O=C(C3=C4C=CC=C3)[N:21]([Br:20])C4=O>>O=C(C5=C6C=CC=C5)N(C[CH:10]([Br:20])CCCC)C6=O.O=C(C7=C8C=CC=C7)[N:21]C8=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"ClC1[CH:10]CCCC1.[Cl:20][S:21](=O)(Cl)=O>>ClC2[CH:10]([Cl:20])CCCC2.O=[S:21](Cl)=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"O=[S:10]([Cl:11])=O>>O=[S:10]=O.[Cl:11] 10,11-10;10,11-11",Room Temperature,Propagation,homolyze
"[CH2:1]=[CH:2][CH2:3][Cl:4].[Cl:5]>>[CH2:1]([CH:2][CH2:3][Cl:4])[Cl:5] 2,1-5,1; 2,1-2; 5-1,5",Room Temperature,Propagation,addition
"[CH2:2]([CH:3][CH2:4][Cl:5])[Cl:1].[O:8]=[S:7](=[O:10])([Cl:6])[Cl:9]>>[CH2:2]([CH:3]([CH2:4][Cl:5])[Cl:9])[Cl:1].[O:8]=[S:7](=[O:10])[Cl:6] 3-3,9; 7,9-3,9; 7,9-7",Room Temperature,Propagation,abstraction
"[CH:2](=[CH:3][Cl:4])[Cl:1].[Cl:5]>>[CH:2]([CH:3]([Cl:4])[Cl:5])[Cl:1] 3,2-2; 3,2-3,5; 5-3,5",Room Temperature,Propagation,addition
"[H:20][C:21]1(CCCCC1)C.[Br:10]>>[H:20][Br:10].C[C:21]1CCCCC1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCOC(=O)[C:10](C)CC(C)(C)C#N.CC1(C2CC[C:21](=[CH2:20])C1C2)C>>CCOC(=O)[C:10](C)([CH2:20][C:21]1CCC2CC1C2(C)C)CC(C)(C)C#N 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CCOC(=O)C(C)(C[C:10]1CCC2C[CH:20]1[C:21]2(C)C)CC(C)(C)C#N>>CCOC(=O)C(C)(C[C:10]1=[CH:20]CC(CC1)[C:21](C)C)CC(C)(C)C#N 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,retroaddition
"CCCC(C)[C:21]([H:20])=O.CCCC(C)C(O[O:10])=O>>CCCC(C)[C:21]=O.CCCC(C)C(O[O:10][H:20])=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCCC(C)[C:10]=O.[O:20][O]>>CCCC(C)[C:10]([O:20][O])=O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC(C)(CC1=CC=C(CC)C=C1)[C:1]([H:2])=O.CC(C)(CC2=CC=C(CC)C=C2)C(O[O:3])=O>>CC(C)(CC3=CC=C(CC)C=C3)[C:1]=O.CC(C)(CC4=CC=C(CC)C=C4)C(O[O:3][H:2])=O 3-3,2;2,1-3,2;2,1-1",Room Temperature,Propagation,abstraction
"CC([C:10]=O)(C)CC1=CC=C(CC)C=C1.[O:1][O]>>[O][O:1][C:10](C(C)(C)CC2=CC=C(CC)C=C2)=O 1-1,10;10-1,10",Room Temperature,Termination,recombine
"C1C[CH:10]OC1.[O:20][O]>>C1C[CH:10](OC1)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21]1CCCO1.C1CC(OC1)O[O:10]>>[H:20][O:10]OC1CCCO1.C1C[CH:21]OC1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[O:10][O].[Cl:20]>>[O][O:10][Cl:20] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC1CCC([C:10](C)C)C1CC(C(OC)=O)C(OC)=O.[H:21][C:20]([H])(C(OC)=O)C(OC)=O>>CC2CCC([C:10](C)([H:21])C)C2CC(C(OC)=O)C(OC)=O.[H][C:20](C(OC)=O)C(OC)=O 10-10,21;20,21-10,21;20,21-20",Room Temperature,Propagation,abstraction
"CC1CCC([C:10](C)C)C1CC(C(OC)=O)C(OC)=O.[H:20][O:21]/C(OC)=C\C(OC)=O>>CC2CCC([C:10](C)([H:20])C)C2CC(C(OC)=O)C(OC)=O.[O:21]/C(OC)=C\C(OC)=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"O=C(NCC([O-])=O)C(NC(CCC([NH3+])C([O-])=O)=O)C[S:21][H:20].CCC(CC)O[O:10]>>[H:20][O:10]OC(CC)CC.O=C(NCC([O-])=O)C(NC(CCC([NH3+])C([O-])=O)=O)C[S:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[C:21](=[CH2:20])C.[Br:10]>>C[C:21](C)[CH2:20][Br:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"O=C([O:1][O:2]C(C1=CC=CC=C1)=O)C2=CC=CC=C2>>[O:1]C(C3=CC=CC=C3)=O.[O:2]C(C4=CC=CC=C4)=O 1,2-1;1,2-2",Room Temperature,Initiation,homolyze
"[O:1][C:2]([C:3]1=CC=CC=C1)=O>>[O:1]=[C:2]=O.[C:3]2=CC=CC=C2 1-1,2;2,3-1,2;2,3-3",Room Temperature,Propagation,retroaddition
"C1=CC=[C:21](C=C1)[C:20](=O)[O:10]>>C1=CC=[C:21]C=C1.[C:20](=O)=[O:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,retroaddition
"[H]O[C:13]([CH2:12][CH2:11][CH:10]CCl)C1=CC=CC=C1>>[CH2:12]=[C:13](O[H])C2=CC=CC=C2.[CH2:11]=[CH:10]CCl 10-10,11;11,12-10,11;11,12-12,13;13-12,13",Room Temperature,Termination,retroaddition
"[H:20][O:21][C:22](CCC=C)C1=CC=CC=C1.[Br:10]>>[H:20][Br:10].C=CCC[C:22](=[O:21])C1=CC=CC=C1 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
[O-:1][C:2](C)C>>[O:1][C-:2](C)C 1-2,Room Temperature,Propagation,ha resonance
[O:1][C-:2](C)C>>[O-:1][C:2](C)C 2-1,Room Temperature,Propagation,ha resonance
"O[CH:1]CC.O[CH:2]CC>>O[CH:1]([CH:2](CC)O)CC 1-1,2;2-2,1",Room Temperature,Termination,recombine
"O=C(OC)CCCCCCC/C=C\[C:10]([H:11])([H])/C=C\CCCCC.O=C(OC)CCCCCCC([H])(O[O:20])/C=C\C/C=C\CCCCC>>O=C(CCCCCCC/C=C\[C:10]([H])/C=C\CCCCC)OC.O=C(CCCCCCC([H])(O[O:20][H:11])/C=C\C/C=C\CCCCC)OC 20-20,11;10,11-11,20;10,11-10",Room Temperature,Propagation,abstraction
"O=C(CCCCCCC/[C:10]([H])=[CH:11]\[C:12]([H])/C=C\CCCCC)OC>>O=C(CCCCCCC[C:10]([H])/[CH:11]=[C:12]([H])/C=C\CCCCC)OC 12-11,12;10,11-11,12;10,11-10",Room Temperature,Propagation,resonance
"CCCCC/C=C\C=C\[CH:10]CCCCCCCC(=O)OC.[O:20][O]>>CCCCC/C=C\C=C\[CH:10](CCCCCCCC(=O)OC)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"O=C(CCCCCCC/C=C\[C:10]([H])/[CH:11]=[C:12]([H])\CCCCC)OC>>O=C(CCCCCCC/C=C\[C:10]([H])=[CH:11]\[C:12]([H])CCCCC)OC 10-10,11;11,12-10,11;11,12-12",Room Temperature,Propagation,resonance
"O=C(CCCCCCC/C=C\C=C\[C:10]([H])CCCCC)OC.[O][O:20]>>O=C(CCCCCCC/C=C\C=C\[C:10]([H])([O:20][O])CCCCC)OC 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[CH3:1][C:2]1([C:10]2=[C:11]([CH:12]=[CH:13][CH:14]=[CH:15]2)[C:16]3=[CH:17][CH:18]=[CH:19][CH:20]=[C:21]31)[C:3]([C:4]#[CH:5])([C:6]#[CH:7])[C:8]#[CH:9].[Ar]>>[Ar].[CH3:1][C:2]1[C:10]2=[C:11]([CH:12]=[CH:13][CH:14]=[CH:15]2)[C:16]3=[CH:17][CH:18]=[CH:19][CH:20]=[C:21]13.[CH:5]#[C:4][C:3]([C:6]#[CH:7])[C:8]#[CH:9] 2,3-2; 2,3-3",Heat,Initiation,homolyze
"[H:20][CH2:21]C.[Cl:10].ClCl>>[H:20][Cl:10].C[CH2:21].ClCl 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[CH2:10].Cl.[Cl:20][Cl:21]>>C[CH2:10][Cl:20].Cl.[Cl:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H][C:10]([H])[H].[H]/[C:20]([H])=[C:21]([H])/[H]>>[CH2:21][C:20]([H])([H])[C:10]([H])([H])[H] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"[H:4][C:3]1=[C:2]([C:14](=[C:13]2[C:6](=[CH:5]1)[C:7](=[CH:9][C:10](=[O:12])[O:11]2)[CH3:8])[OH:15])[O:1]>>[H:4][C:3]1[CH:5]=[C:6]2[C:7](=[CH:9][C:10](=[O:12])[O:11][C:13]2=[C:14]([C:2]1=[O:1])[OH:15])[CH3:8] 1-1,2; 2,3-1,2; 2,3-3",Room Temperature,Propagation,resonance
"[H:4][C:3]1[CH:5]=[C:6]2[C:7](=[CH:9][C:10](=[O:12])[O:11][C:13]2=[C:14]([C:2]1=[O:1])[OH:15])[CH3:8]>>[H:4][C:3]1=[C:2]([C:14](=[C:13]2[C:6](=[CH:5]1)[C:7](=[CH:9][C:10](=[O:12])[O:11]2)[CH3:8])[OH:15])[O:1] 3-2,3; 1,2-2,3;1,2-1",Room Temperature,Propagation,resonance
"[H:4][C:3]1[CH:5]=[C:6]2[C:7](=[CH:9][C:10](=[O:12])[O:11][C:13]2=[C:14]([C:2]1=[O:1])[OH:15])[CH3:8]>>[H:4][C:3]1=[CH:5][C:6]2[C:7](=[CH:9][C:10](=[O:12])[O:11][C:13]2=[C:14]([C:2]1=[O:1])[OH:15])[CH3:8] 3-3,5; 5,6-3,5; 5,6-6",Room Temperature,Propagation,resonance
"[H:4][C:3]1=[CH:5][C:6]2[C:7](=[CH:9][C:10](=[O:12])[O:11][C:13]2=[C:14]([C:2]1=[O:1])[OH:15])[CH3:8]>>[H:4][C:3]1[CH:5]=[C:6]2[C:7](=[CH:9][C:10](=[O:12])[O:11][C:13]2=[C:14]([C:2]1=[O:1])[OH:15])[CH3:8] 6-5,6; 3,5-5,6; 3,5-3",Room Temperature,Propagation,resonance
"[H:9][C:8]1=[C:6]([C:5]2[CH:4]=[CH:3][C:2](=[O:1])[C:14](=[C:13]2[O:11][C:10]1=[O:12])[OH:15])[CH3:7]>>[H:9][C:8]1[C:6](=[C:5]2[CH:4]=[CH:3][C:2](=[O:1])[C:14](=[C:13]2[O:11][C:10]1=[O:12])[OH:15])[CH3:7] 5-5,6; 6,8-5,6; 6,8-8",Room Temperature,Propagation,resonance
"[H:9][C:8]1[C:6](=[C:5]2[CH:4]=[CH:3][C:2](=[O:1])[C:14](=[C:13]2[O:11][C:10]1=[O:12])[OH:15])[CH3:7]>>[H:9][C:8]1=[C:6]([C:5]2[CH:4]=[CH:3][C:2](=[O:1])[C:14](=[C:13]2[O:11][C:10]1=[O:12])[OH:15])[CH3:7] 8-6,8; 5,6-6,8; 5,6-5",Room Temperature,Propagation,resonance
"CC1=C2C=CC(=O)C(=C2O[C:20](=[O:21])[CH:10]1)O>>CC1=C2C=CC(=O)C(=C2O[C:20](=[CH:10]1)[O:21])O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,resonance
"[H:12][C:11]1=[C:13]([O:14][C:6]2=[C:7]([C:2](=[O:1])[CH:3]=[CH:4][C:5]2=[C:9]1[CH3:10])[OH:8])[O:15]>>[H:12][C:11]1[C:9](=[C:5]2[CH:4]=[CH:3][C:2](=[O:1])[C:7](=[C:6]2[O:14][C:13]1=[O:15])[OH:8])[CH3:10] 15-13,15; 11,13-13,15; 11,13-11",Room Temperature,Propagation,resonance
"[CH2:12]1[CH:11]([CH2:13]1)[CH2:10].[Cl:20][Cl:21]>>[CH2:12]1[CH:11]([CH2:13]1)[CH2:10][Cl:20].[Cl:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[CH2:12]1[CH:11]([CH2:13]1)[CH2:10]>>[CH2:13][CH2:12][CH:11]=[CH2:10] 10-10,11;11,13-10,11;11,13-13",Room Temperature,Propagation,retroaddition
"[CH2:13][CH2:12][CH:11]=[CH2:10].[Cl:20][Cl:21]>>[Cl:20][CH2:13][CH2:12][CH:11]=[CH2:10].[Cl:21] 13-13,20;20,21-13,20;20,21-21",Room Temperature,Propagation,abstraction
"C1CC[CH:10]C1.[Cl:20]>>C1CC[CH:10](C1)[Cl:20] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C(C(C1[C:21](=[C:20](C(=O)O1)O)[O:22])O)O>>O=C(O2)[C:20](O)[C:21](C2C(O)CO)=[O:22] 22-22,21;21,20-21,22;21,20-20",Room Temperature,Propagation,resonance
"O=C(O2)[C:20](O)[C:21](C2C(O)CO)=[O:22]>>C(C(C1[C:21](=[C:20](C(=O)O1)O)[O:22])O)O 20-20,21;22,21-21,20;21,22-22",Room Temperature,Propagation,resonance
"C(C(C1[C:21](=[C:20](C(=O)O1)[O-:19])[O:22])O)O>>O=C(O2)[C:20]([O-:19])[C:21](C2C(O)CO)=[O:22] 22-22,21;21,20-21,22;21,20-20",Room Temperature,Propagation,resonance
O=C([C:10]1[O:11][H])OC(C(CO)O)C1=O>>O=C([C-:10]2[O+:11][H])OC(C(CO)O)C2=O 11-10,Room Temperature,Propagation,ha resonance
"O=C(O2)[C:20]([O-:19])[C:21](C2C(O)CO)=[O:22]>>C(C(C1[C:21](=[C:20](C(=O)O1)[O-:19])[O:22])O)O 20-20,21;22,21-21,20;21,22-22",Room Temperature,Propagation,resonance
O=C([C:10]1[O-:11])OC(C(CO)O)C1=O>>O=C([C-:10]2[O:11])OC(C(CO)O)C2=O 11-10,Room Temperature,Propagation,ha resonance
"[H:27][CH:26]1[CH2:25][CH2:24][CH:23]([CH2:29][CH2:28]1)[CH3:22].[CH3:5][C:4]([CH3:6])([CH3:7])[N:3][C:2](=[O:1])[C:8]1=[CH:9][C:10](=[CH:15][C:16](=[CH:21]1)[C:17]([F:18])([F:19])[F:20])[C:11]([F:12])([F:13])[F:14]>>[H:27][N:3]([C:2](=[O:1])[C:8]1=[CH:21][C:16](=[CH:15][C:10](=[CH:9]1)[C:11]([F:14])([F:13])[F:12])[C:17]([F:18])([F:20])[F:19])[C:4]([CH3:7])([CH3:5])[CH3:6].[CH3:22][CH:23]1[CH2:24][CH2:25][CH:26][CH2:28][CH2:29]1 3-3,27; 26,27-3,27; 26,27-26",Room Temperature,Propagation,abstraction
"[H:1][CH:2]1[CH2:3][CH2:4][CH2:5][CH:6]([CH2:8]1)[CH3:7].[CH3:9][C:10]([N:12][C:13]([C:14]2=[CH:15][C:16]([C:17]([F:19])([F:20])[F:18])=[CH:21][C:22]([C:23]([F:25])([F:26])[F:24])=[CH:27]2)=[O:28])([CH3:29])[CH3:11]>>[H:1][N:12]([C:13]([C:14]3=[CH:27][C:22]([C:23]([F:24])([F:26])[F:25])=[CH:21][C:16]([C:17]([F:20])([F:19])[F:18])=[CH:15]3)=[O:28])[C:10]([CH3:29])([CH3:11])[CH3:9].[CH3:7][CH:6]4[CH2:8][CH2:4][CH2:3][CH:2][CH2:5]4 1,2-1,12; 12-1,12; 1,2-2",Room Temperature,Propagation,abstraction
"[H][C:1]([CH:2]=[CH:3]C)C=CC>>CC=C[CH:1]=[CH:2][C:3]([H])C 1-1,2;2,3-1,2;2,3-3",Room Temperature,Propagation,resonance
"[H][C:1]([CH:2]=[CH:3]C)C=C>>C=C[CH:1]=[CH:2][C:3]([H])C 1-1,2;2,3-1,2;2,3-3",Room Temperature,Propagation,resonance
"[H][C:1]([CH:2]=[C:3](C)C)C=C>>C=C[CH:1]=[CH:2][C:3]([CH3])C 1-1,2;2,3-1,2;2,3-3",Room Temperature,Propagation,resonance
"[H][C:1]([CH:2]=[CH2:3])C=CC>>CC=C[CH:1]=[CH:2][CH2:3] 1-1,2;2,3-1,2;2,3-3",Room Temperature,Propagation,resonance
"CC=C[CH:1]=[CH:2][C:3]([H])C>>[H][C:1]([CH:2]=[CH:3]C)C=CC 3-3,2;2,1-3,2;2,1-1",Room Temperature,Propagation,resonance
"CC=C[CH:1]=[CH:2][CH2:3]>>[H][C:1]([CH:2]=[CH2:3])C=CC 3-3,2;2,1-3,2;2,1-1",Room Temperature,Propagation,resonance
"CC=C[C:1](C)=[CH:2][C:3]([H])C>>C[C:1]([CH:2]=[CH:3]C)C=CC 3-3,2;2,1-3,2;2,1-1",Room Temperature,Propagation,resonance
"CC=C[C:1](C)=[CH:2][CH2:3]>>C[C:1]([CH:2]=[CH2:3])C=CC 3-3,2;2,1-3,2;2,1-1",Room Temperature,Propagation,resonance
"[H:5][C:6]1([CH2:8][CH2:9][CH2:10][CH2:11]1)[H:7].[C:2]([I:1])([I:3])[I:4]>>[H:5][C:6]1[CH2:8][CH2:9][CH2:10][CH2:11]1.[H:7][C:2]([I:1])([I:3])[I:4] 2-2,7;6,7-2,7;6,7-6",Room Temperature,Propagation,abstraction
